id,topic,variant,question,answer,ref,source,visibility,type,weight,notes,created,modified,verified,status,tags
313,SAS+Autopilot,P2+/T2+,Where is the Roll SEMA?,Roll axis control rod directly in front of the hydraulic actuator,05-30,Training Manual,Hidden,,0.437136824708432,,28/06/2021,04/06/2025,,ok,"afcs,opc"
314,SAS+Autopilot,P2+/T2+,Where is the Yaw SEMA?,Mounted on each end of the control rod for the Fenestron servo actuator.,05-30,Training Manual,Reveal,,0.0236829500645399,,28/06/2021,04/06/2025,,ok,"afcs,opc"
315,SAS+Autopilot,P2+/T2+,When is the Yaw SEMA 2 active?,Yaw SEMA 2 is only active with AP + A.Trim enagaged.,05-30,Training Manual,Hidden,,0.6682031047530472,,28/06/2021,04/06/2025,,ok,"afcs,opc"
316,SAS+Autopilot,P2+/T2+,Where are the EHAs located?,They are installed directly in the hydraulics of the main rotor actuator,05-32,Training Manual,Hidden,,0.6382203339599073,,28/06/2021,04/06/2025,,ok,"afcs,opc"
317,SAS+Autopilot,P2+/T2+,Where are the Trim Motors (parallel actuators) located?,Below the cabin floor in the forward section of the helicopter,05-32,Training Manual,Hidden,Knowledge,0.8306935061700642,,28/06/2021,04/06/2025,,ok,"afcs,opc"
318,SAS+Autopilot,P2+/T2+,Where are the FCDM 1/2 located?,The Flight Control Display Modules are located in the Pelican Rack in the avionics deck,05-32,Training Manual,Hidden,,0.8572483104653656,,28/06/2021,04/06/2025,,ok,"afcs,opc"
319,SAS+Autopilot,P2+/T2+,Where is the LVDT Pedal located?,Mounted directly on the pilots pedal structure below the cabin floor.,05-32,Training Manual,Hidden,,0.7890762370079757,,28/06/2021,04/06/2025,,ok,"afcs,opc"
320,SAS+Autopilot,P2+/T2+,What does the LVDT on the pedal structure do for the APM?,It measures the pilots pedal position sends this information to the APM which is used to detect a pilots override of the pedal controls.,05-32,Training Manual,Hidden,,0.20321945054456592,,28/06/2021,04/06/2025,,ok,"afcs,opc"
321,SAS+Autopilot,P2+/T2+,Where is the LVDT Collective located and what does it do?,"Below the floor in the centre section. It provides one of the conditions ""in flight"" or ""helicopter on ground"". It also acts as an anticipator which enables the AP to react faster to minimise the influence of collective movements on other axis.",05-32,Training Manual,Hidden,Knowledge,0.33529123989865184,,28/06/2021,04/06/2025,,ok,"afcs,opc"
322,SAS+Autopilot,P2+/T2+,Where are the AHRS located?,The AHRS 1/2 are installed below the floor in the centre section of the helicopter. They comprise 3-axis fibre optical gyros and accelerometers.,05-32,Training Manual,Hidden,,0.29154650028795004,,28/06/2021,04/06/2025,,ok,"afcs,opc"
323,SAS+Autopilot,P2+/T2+,Where are the Magnetometers located?,They are installed in the tail boom. They give a reference to magnetic north.,05-32,Training Manual,Hidden,,0.17210274003446102,,28/06/2021,04/06/2025,,ok,"afcs,opc"
324,SAS+Autopilot,P2+/T2+,What and where is the DTS?,This is the connection receptacle for the test equipment of the AFCS system - it's integrated on the circuit breaker panel  of the high load bus 1.,05-32,Training Manual,Reveal,,0.03311040112748742,,28/06/2021,04/06/2025,,ok,"afcs,opc"
325,SAS+Autopilot,P2+/T2+,What is the inverter connected to?,P/R SAS Computer as well as the AHRS 1.The AHRS1 is the signal source for the P&R SAS computer and needs an analogue signal,05-34,Training Manual,Hidden,,0.2119289287365973,,28/06/2021,04/06/2025,,ok,"afcs,opc"
326,Emergency Actions,P2+/T2+,What is the recommended speed for autorotation?,75kts,Card 1Rev,FRCs,Reveal,,0.36633428605273366,,29/06/2021,04/06/2025,,ok,"frc,opc"
327,Emergency Actions,P2+/T2+,What is the max range airspeed for autorotation?,90kts,Card 1 Rev,FRCs,Reveal,,0.8572348994202912,,29/06/2021,04/06/2025,,ok,"frc,opc"
328,Emergency Actions,P2+/T2+,What is the Min ROD airspeed for autorotation?,60kts,Card 1 Rev,FRCs,Reveal,,0.2650806689634919,,29/06/2021,04/06/2025,,ok,"frc,opc"
329,Emergency Actions,P2+/T2+,State your emergency actions for a double engine failure in flight (hover OGE),"Enter autorotation (and accelerate if in hover OGE)Select Landing AreaWarn Crew/PassengersMayday CallHarnessesFlare, landing attitude, cushion(Double eng shutdown if time allows)[Auto, Talk, SD, Shed bus]",Card 2,FRCs,Reveal,,0.7366122924722731,,29/06/2021,04/06/2025,,ok,"fadec,frc,opc"
330,Emergency Actions,P2+/T2+,"State the Double Engine Shutdown drill, in flight?",Both Eng Main sw...   ...OFFBoth FADEC sw...   ...OFFEngines still running or TOT rising abnormally?Both Twist Grips...   ... Turn to shut off,Card 2,FRCs,Reveal,,0.46898043062537914,,29/06/2021,04/06/2025,,ok,"fadec,frc,opc"
331,Emergency Actions,P2+/T2+,State your actions and considerations for TAIL ROTOR DRIVE SHAFT FAILURE - HOGE?(Nose yaw right).,...Reduce collective Lever immediately...Turn both twist grips to a minimum (?)If Height Permits...Gain Airspeed... Raise Collective to stop descent and cushionAfter Landing...Perform a double engine emergency shutdown,Card 2 Rev,FRCs,Reveal,,0.2854793886654079,,29/06/2021,04/06/2025,,ok,"frc,opc"
332,Emergency Actions,P2+/T2+,State your actions and considerations for TAIL ROTOR DRIVE SHAFT FAILURE / Fixed Pitch Tail Rotor Control Failure - In forward flight,...Reduce collective Lever to obtain minimum side slip...Maintain 70kts airspeed or higher...Make a shallow approach keeping the nose left...Reduce airspeed close to the ground until nose is aligned with flight direction...Perform landingIf nose direction moves right above 40 kts...Increase airspeed...Abort Approach...Climb and carry out autorotation...Perform dbl eng emerg shutown,Card 2 Rev,FRCs,Reveal,,0.11348164966329932,,29/06/2021,04/06/2025,,ok,"fadec,frc,opc"
333,Emergency Actions,P2+/T2+,State your actions and considerations for a Single Engine Failure in flight?,...Establish OEI Flight...Identify affected eng - carry out Single Eng Emerg SD...   ...   ...   ... Land As Soon as Practicable,Card 3 Rev,FRCs,Reveal,,0.6257173381745815,,29/06/2021,04/06/2025,,ok,"fadec,frc,opc"
334,Emergency Actions,P2+/T2+,State the actions for a SINGLE ENGINE EMERGENCY SHUTDOWN?,"- Ensure OEI- Switch Bleed Air Off Manually if caption remainsIdentify Affected Engine with Pilot/ObserverENG FAIL ENG OIL PFUEL PRESSGEN DISCONEng Main   ...   ...   ...   ...   IDLE, check indications, OFF",Card 4 Rev,FRCs,Reveal,Knowledge,0.2008631648495793,,29/06/2021,04/06/2025,,ok,"frc,opc"
335,Emergency Actions,T2+,Why should the FADEC of a failed engine not be switched off?,"If the FADEC of affected engine is switched off then FADEC MINR on the remaining engine may appear due to missing redundancy, therefore FADECS should remain on.If there is an indication that the engine is still running or TOT rising abnormally: Respective Twist Grip ... Turn to min, verify correct engine then shut off.",Card 4 Rev,FRCs,Reveal,Knowledge,0.3878294536843896,,29/06/2021,04/06/2025,Yes,ok,"fadec,frc,opc"
336,Emergency Actions,P2+,What are the indications of an ENG OVERSPEED - DRIVESHAFT FAILURE?,Nr   ...   ...   ...   ... DecreaseTQ   ...   ...  ...   ... Zero On Affected EngineN2   ...   ...   ...  ... Increase above Nr & oscillates if engine   overspeed protection system is active,Card 5,FRCs,Reveal,Knowledge,0.8810762646608055,,29/06/2021,05/06/2025,Yes,ok,"frc,opc"
337,Emergency Actions,P2+,What are the immediate actions and landing priority for an Eng Overspeed - DRIVESHAFT FAILURE?,... Establish OEI flight condition... Identify Affected Engine and Carry Out Sing Eng Emerg SD...   ...   ...   ...   ... Land As Soon As Practicable,Card 5,Training Manual,Reveal,Knowledge,0.8673802274279296,,29/06/2021,05/06/2025,,ok,"frc,opc"
338,Emergency Actions,P2+,What are the indications of an Engine Overspeed due to Governing Failure?,"ROTOR RPM Warning may come onNr and N2 increase and oscillate if overspeed protection is activeOn affected engine:... Tq, N1 & TOT increase and may oscillateOn normal engine: ... Tq, N1 & TOT decrease & may oscillate",Card 5 Rev,FRCs,Reveal,Knowledge,0.909497333690524,,01/07/2021,05/06/2025,,ok,"frc,opc"
339,Emergency Actions,P2+/T2+,What is the landing priority for Engine Overspeed - governor failure?,"Land As Soon As Practicable… Raise Collective to contain Nr & N2 within limits… Identify Affected engine… Using TWIST GRIP of affected engine, Reduce Tq until normal engine takes up the load(TWIST GRIP & ENG MAN cautions come on) … Readjust Collective as req to stay in limits… Eng Mode Switch of affected engine to MAN… TWIST GRIP of affected engine Adjust Torque manually to 20-30% according to weight and ambient conditions… Adjust Collective without moving twist grip ... ... … … Land as soon as PracticableAfter landing … … … Reduce Twist Grip before lowering collective to full down position (to keep N2/Nr within limits)",,FRCs,Reveal,,0.34554346185177565,,02/07/2021,05/06/2025,,ok,"frc,opc"
340,Emergency Actions,P2+/T2+,What is the landing priority for Engine Oversepeed - driveshaft breakage?,Land As Soon As Practicable,,FRCs,Reveal,,0.5535988407209516,,02/07/2021,05/06/2025,,ok,"frc,opc"
341,Emergency Actions,P2+/T2+,What is the landing priority for Engine Fire?,Land As Soon As Possible if caption outLand Immediately if caption not out,,FRCs,Reveal,,0.6638844115659595,,02/07/2021,05/06/2025,,ok,"fire,frc,opc"
342,Emergency Actions,P2+/T2+,What is the landing priority for Low Fuel 1 and/or 2?,Land within 10 minutes,,FRCs,Reveal,,0.00914940796792507,,02/07/2021,05/06/2025,,ok,"frc,fuel,opc"
343,Emergency Actions,P2+/T2+,What is the landing priority for BATT Temp?,Land As Soon As Possible,,FRCs,Reveal,,0.8714524344541132,,02/07/2021,05/06/2025,,ok,"frc,opc"
344,Emergency Actions,P2+/T2+,What is the landing priority for XMSN Oil P?,Reduce PowerLand As Soon As Possible,,FRCs,Reveal,,0.7670769654214382,,02/07/2021,05/06/2025,,ok,"frc,opc"
345,Emergency Actions,P2+/T2+,What is the landing priority for Cabin Fire?,Attain 65kts VYLand As Soon Possible,,FRCs,Reveal,,0.7995106023736298,,02/07/2021,05/06/2025,,ok,"fire,frc,opc"
346,Emergency Actions,P2+/T2+,What is the landing priority for Elec Fire/Short CCt?,Land As Soon As Possible(But could be completely Dark Cockpit and no elec - so landing light? etc).,,FRCs,Reveal,,0.8831818527542055,,02/07/2021,05/06/2025,,ok,"fire,frc,opc"
347,Emergency Actions,P2+/T2+,What is the landing priority after loss of 2nd AHRS (after reconfiguration of the 1st)?,Land As Soon As Possible? (Standby instruments presumably),,FRCs,Hidden,,0.7086459430865945,,02/07/2021,04/06/2025,,ok,"afcs,frc,opc"
348,Emergency Actions,P2+/T2+,What is the consideration for ENG CHIP?What is the subsequent landing priority?,If Fuzz Burn is unsuccessful then shut down to idle or offLand As Soon As Practicable,Card 11 Rev,FRCs,Reveal,Knowledge,0.2052246271632612,,02/07/2021,05/06/2025,,ok,"frc,opc"
350,Emergency Actions,P2+/T2+,What is the landing priority for a High Eng Oil T?,(No caution for this)Land As Soon As Practicable,,FRCs,Reveal,,0.5327307628467679,,02/07/2021,05/06/2025,,ok,"frc,opc"
351,Emergency Actions,P2+/T2+,What is the landing priority for an ENG EXCEED,Irreversible - Land as soon as PossibleReversible - Land As Soon As Practicable,,FRCs,Reveal,,0.03480759495869278,,02/07/2021,05/06/2025,,ok,"frc,opc"
352,Emergency Actions,P2+/T2+,What is the landing priority for an FADEC FAIL?,Land As Soon As Practicable,,FRCs,Reveal,,0.19432991417124867,,02/07/2021,05/06/2025,,ok,"fadec,frc,opc"
353,Emergency Actions,P2+/T2+,What is the landing priority for an Fuel Filt 1 & 2?,Land As Soon As PossibleLand As Soon As Practicable if just one caption displayed.,Card 15,FRCs,Reveal,,0.5876521039754152,,02/07/2021,05/06/2025,,ok,"frc,fuel,opc"
354,Emergency Actions,P2+/T2+,What is the landing priority for an ENG CHIP?,Land As Soon As Practicable,,FRCs,Reveal,Unknown,0.323302227538079,,02/07/2021,05/06/2025,,ok,"frc,opc"
355,Emergency Actions,P2+/T2+,What is the landing priority for an XMSN OIL P,Land As Soon As Practicable,,FRCs,Reveal,Knowledge,0.42273211386054754,,02/07/2021,05/06/2025,,ok,"frc,opc"
356,Emergency Actions,P2+/T2+,What is the landing priority for an XMSN OIL T?,T & P Normal - Land As Soon As PracticableT & P below limits - Land As Soon As Possible,,FRCs,Reveal,,0.13055765349417925,,02/07/2021,05/06/2025,,ok,"frc,opc"
357,Emergency Actions,P2+/T2+,What is the landing priority for a GEN OVHT?,Land As Soon As Practicable,,FRCs,Reveal,Knowledge,0.37449781270697713,,02/07/2021,05/06/2025,,ok,"frc,opc"
358,Emergency Actions,P2+/T2+,What is the landing priority for Abnormal Vibration?,Land As Soon As PossibleIf reduces below 100 kts - possible ARIS pot - Land As Soon As Practicable.,,FRCs,Reveal,Knowledge,0.0717609180137515,,02/07/2021,05/06/2025,,ok,"frc,opc"
359,Emergency Actions,P2+/T2+,What is the landing priority for a ROTOR BRK?,Land As Soon As Possible,,FRCs,Reveal,Knowledge,0.5168433152139187,,02/07/2021,05/06/2025,,ok,"frc,opc"
360,Emergency Actions,P2+/T2+,What are the actions and landing priority for abnormal vibration?,"Indications:Possible deposit of foreign objects in the control cuffs or ARIS pot failure.Actions: … … … … Reduce speed… … … … LAND AS SOON AS POSSIBLENote: If vibration reduces significantly at speeds below 100kts, it is likely that an ARIS pot has failed. … … … … Land as soon as Practicable",,FRCs,Reveal,Knowledge,0.5930496919900179,,02/07/2021,05/06/2025,,ok,"frc,opc"
361,Emergency Actions,P2+/T2+,What are the actions for a HTG OVTEMP?,"(Temp in duct system or cabin exceeded by “a certain amount” & shut off valves are closed automatically)Actions: … … … … Turn off BLD HTG rheostat Note: Heating may be used again, but should be switched off if caution returns.",Card 22,FRCs,Reveal,Knowledge,0.02658628113567829,,02/07/2021,04/06/2025,,ok,"frc,opc"
362,Emergency Actions,P2+/T2+,What are the implications of  a CAD FAN or VEMD FAN?,(Failure of relevant fan has been detected during initial test.)DO NOT start engines - maintenance action required.,Card 22,FRCs,Reveal,,0.0729583417996764,,02/07/2021,04/06/2025,,ok,"frc,opc"
363,Emergency Actions,P2+/T2+,What are the actions for a CPDS OVHT?,"Actions: … … … … Close “Heating/Defog” knob… … … … Open “Pull for Air” knob… … … … Set ventilation blower to maxIf caption remains ON, land within 30 mins.",Card 22,FRCs,Reveal,,0.729580626823008,,02/07/2021,05/06/2025,,ok,"frc,opc"
364,Emergency Actions,P2+/T2+,What are the actions for a CAU DEGRADE?,"(Degraded Caution indication due to loss of CAD lane or both VEMD lanes - on VEMD if CAD is inoperative or on CAD if both VEMD lanes failed) FLI DEGR both sides & ΔN1 not available.Actions … … … … Press OFF button on CAD(if CAD has failed) No fuel indications avail.… … … … Land as soon as PracticableNotes:1. CAU/FUEL takes priority over ELEC/VEH and appears automatically on lower VEMD screen. Use SCROLL button, on VEMD, to toggle between the CAU/FUEL, SYSTEM STATUS & ELEC/VEH pages. If SCROLL button is inop, press RESET to return to default page.2. After CAD lane failure, Caution indications on VEMD screen are significantly degraded.3. If High Nr mode selected above 55kts, Nr increases -therefore select/deselect as required. 4. If CAD & VEMD fail, FLI FAIL on appropriate side",Card 22,FRCs,Reveal,,0.4512482681311667,,02/07/2021,05/06/2025,,ok,"frc,opc"
365,Emergency Actions,P2+/T2+,What is the landing priority for failures of VEMD Lanes/Screens?,Land As Soon As Practicable,Card 21 Rev,FRCs,Reveal,,0.5504509322345257,,02/07/2021,05/06/2025,,ok,"frc,opc"
366,General,P2+/T2+,The CAD and VEMD are powered by 2 different power supplies each from the essential busbars. How is their operational integrity ensured if one of the busbars should fail?,The respective power supplies for the CAD and VEMD are connected to both essential busbars.,00-56,Training Manual,Hidden,,0.5715388501994312,,03/07/2021,04/06/2025,,ok,
367,General,P2+/T2+,What parameters are used by the CPDS to distinguish between GROUND and FLIGHT Status?,Groundn1 of both engines below <50%XMSN oil pressure <1 barFlightN1 on either engine >50%XMSN oil pressure > 1 barCollective level position>28.5 % TM>17% PW,00-56,Training Manual,Hidden,,0.98429155908525,,03/07/2021,04/06/2025,Yes,ok,fadec
